name,target
永恒慈善基金会,广东省
深圳市同心慈善基金会,广东省
比亚迪慈善基金会,广东省
广东省茂华慈善基金会,广东省
广东省依依关爱儿童基金会,广东省
北海天宁慈善基金会,广东省
广西荣和爱心基金会,广东省
广西桂嘉汇青少年儿童救助基金会,广东省
广西国海扶贫助学基金会,广东省
广西壮族自治区扶贫基金会,广东省
广西妇女儿童发展基金会,广东省
广西民族大学教育基金会,广东省
广西李宁基金会,广东省
广西壹方慈善基金会,广东省
广西吕贻标爱心基金会,广东省
新疆妇女儿童发展基金会,新疆维吾尔自治区
新疆生产建设兵团青年创业增收基金会,新疆维吾尔自治区
新疆维吾尔自治区新勇教育基金会,新疆维吾尔自治区
石河子大学教育基金会,新疆维吾尔自治区
南京大学教育发展基金会,江苏省
江苏宏德文化出版基金会,江苏省
江苏省儿童少年福利基金会,江苏省
刘天华阿炳中国民族音乐基金会,江苏省
江苏言恭达文化基金会,江苏省
南京工业大学教育发展基金会,江苏省
南京信息大学教育发展基金会,江苏省
江苏华夏慈善基金会,江苏省
南京市中小学幼儿教师奖励基金会,江苏省
江苏陶欣伯助学基金会,江苏省
江苏国信企业发展研究基金会,江苏省
爱德基金会,江苏省
江苏省扶贫基金会,江苏省
江苏省青少年发展基金会,江苏省
南京金鹰国际慈济基金会,江苏省
江苏七彩凤凰母语发展基金会,江苏省
江苏省关心下一代基金会,江苏省
南京新城市慈善基金会,江苏省
江苏省美德基金会,江苏省
南通市爱心帮困基金会,江苏省
南通市老区扶贫基金会,江苏省
海门文明村爱心基金会,江苏省
常州工程职业技术学院教育发展基金会,江苏省
常州宝林慈善基金会,江苏省
江苏省扬州中学教育发展基金会,江苏省
扬州市翔宇妇女儿童基金会,江苏省
无锡灵山慈善基金会,江苏省
江苏海澜教育发展基金会,江苏省
江苏元林慈善基金会,江苏省
洪泽县爱心助学基金会,江苏省
淮阴工学院教育发展基金会,江苏省
东台市阳光助残基金会,江苏省
盐城市扶贫基金会,江苏省
江苏宏大青少年人才发展基金会,江苏省
江苏长江平民教育基金会,江苏省
吴江盛虹爱心基金会,江苏省
慈济慈善事业基金会,江苏省
常熟理工学院教育发展基金会,江苏省
张家港市农联爱心基金会,江苏省
江苏沙钢公益基金会,江苏省
张家港市七里庙村利民基金会,江苏省
江苏中大公益基金会,江苏省
昆山市党员关爱暨帮扶困难群众基金会,江苏省
苏州公安大病特困救助基金会,江苏省
苏州和合文化基金会,江苏省
苏州明德公益基金会,江苏省
连云港正大天晴爱心基金会,江苏省
江西省革命老区爱心基金会,江西省
江西师范大学教育发展基金会,江西省
江西省体育发展基金会,江西省
南昌市青少年发展基金会,江西省
南昌市汇仁教育基金会,江西省
石家庄市志愿服务基金会,河北省
河北石家庄二中教育发展基金会,河北省
河北省佛教慈善基金会,河北省
河北省红十字基金会,河北省
河北省妇女儿童发展基金会,河北省
河北省青年就业创业基金会,河北省
河南大学教育发展基金会,河南省
河南省儿童希望救助基金会,河南省
河南足球事业发展基金会,河南省
郑州市嵩山文明研究基金会,河南省
河南省宋庆龄基金会,河南省
河南省光彩事业基金会,河南省
河南省华夏历史文明传承创新基金会,河南省
河南省福兴儿童公益基金会,河南省
浙江青田之家公益基金会,浙江省
浙江永强慈善基金会,浙江省
台州市老年事业发展基金会,浙江省
浙江省北京师范大学南湖附属学校教育基金会,浙江省
浙江千手慈善基金会,浙江省
浙江大学宁波理工学院教育发展基金会,浙江省
宁波诺丁汉大学教育发展基金会,浙江省
宁波市海曙区公益组织发展基金会,浙江省
宁波鄞州银行公益基金会,浙江省
宁波市善园公益基金会,浙江省
浙江西子慈善基金会,浙江省
浙江马云公益基金会,浙江省
杭州市送温暖工程基金会,浙江省
浙江省娃哈哈慈善基金会,浙江省
杭州市老龄事业发展基金会,浙江省
浙江泰隆慈善基金会,浙江省
浙江天景生公益基金会,浙江省
中天爱心慈善基金会,浙江省
杭州市关爱孤儿基金会,浙江省
浙江省人民教育基金会,浙江省
杭州市公羊会公益基金会,浙江省
杭州市余杭区老年基金会,浙江省
阿里巴巴公益基金会,浙江省
浙江湖畔大学创业研究基金会,浙江省
建德市老龄事业发展基金会,浙江省
桐庐县老龄事业发展基金会,浙江省
浙江中国计量学院教育基金会,浙江省
浙江省杭州宋都公益基金会,浙江省
浙江省网易慈善基金会,浙江省
浙江省李书福资助教育基金会,浙江省
浙江省阳光教育基金会,浙江省
浙江敦和慈善基金会,浙江省
浙江馥莉慈善基金会,浙江省
浙江大学教育基金会,浙江省
浙江省发展侨务事业基金会,浙江省
浙江省扶贫基金会,浙江省
浙江正泰公益基金会,浙江省
浙江省老年事业发展基金会,浙江省
浙江省革命老区发展基金会,浙江省
浙江千训爱心慈善基金会,浙江省
浙江省体育基金会,浙江省
王振滔慈善基金会,浙江省
温州市永乐科技奖励医疗救助基金会,浙江省
温州市实验中学教育发展基金会,浙江省
温州大学教育发展基金会,浙江省
浙江省寅幸慈善基金会,浙江省
绍兴市柯桥区中厦慈善基金会,浙江省
海南省李惠智教育基金会,海南省
海南改革发展研究基金会,海南省
海南成美慈善基金会,海南省
海南省残疾人基金会,海南省
湖北省宜昌一中教育发展基金会,湖北省
中南财经政法大学教育发展基金会,湖北省
武汉大学马克昌法学基金会,湖北省
湖北省青年创业就业基金会,湖北省
湖北省体育基金会,湖北省
湖北省妇女儿童发展基金会,湖北省
湖北大学教育发展基金会,湖北省
武汉大学姚梅镇法学基金会,湖北省
武汉市社会组织发展基金会,湖北省
武汉善之源公益基金会,湖北省
华中科技大学教育发展基金会,湖北省
武汉理工大学教育发展基金会,湖北省
中国地质大学（武汉）教育发展基金会,湖北省
江汉大学教育发展基金会,湖北省
湖北工业大学教育发展基金会,湖北省
武汉市石门峰慈善基金会,湖北省
东风公益基金会,湖北省
武汉科技大学教育发展基金会,湖北省
长江大学教育发展基金会,湖北省
湖南弘慧教育发展基金会,湖南省
湖南省妇女儿童发展基金会,湖南省
湖南省中南林业科技大学教育基金会,湖南省
湖南省青少年发展基金会,湖南省
湖南青年创业就业基金会,湖南省
湖南省宁乡一中教育基金会,湖南省
湖南省长郡未来基金会,湖南省
长沙市志愿服务基金会,湖南省
中南大学教育基金会,湖南省
湖南省文化艺术基金会,湖南省
湖南省老龄事业发展基金会,湖南省
长沙市体育发展基金会,湖南省
湖南省扶贫基金会,湖南省
湖南省湖湘文化基金会,湖南省
湖南省长沙理工大学教育基金会,湖南省
湖南飞翔公益基金会,湖南省
湖南践行国学公益基金会,湖南省
甘肃兴华青少年助学基金会,甘肃省
甘肃妇女儿童发展基金会,甘肃省
甘肃省兰州市城关区文化产业发展基金会,甘肃省
兰州大学教育发展基金会,甘肃省
福建省龙岩扶贫基金会,福建省
厦门中山医院基金会,福建省
闽都中小银行教育发展基金会,福建省
福建省同心慈善基金会,福建省
厦门外国语学校教育基金会,福建省
华阳慈善基金会,福建省
福建省黄仲咸教育基金会,福建省
厦门观音寺慈善基金会,福建省
福建集美大学教育发展基金会,福建省
福建省安发高益槐科技教育发展基金会,福建省
泉州向善救助基金会,福建省
晋江市陈埭民族中学教育基金会,福建省
晋江市安海中心小学种胜教育基金会,福建省
福建省泉州第五中学教育基金会,福建省
福建省石竹慈善基金会,福建省
福建农林大学教育发展基金会,福建省
福州市人口福利基金会,福建省
福建省正荣公益基金会,福建省
福建省妇女儿童发展基金会,福建省
福建省人口福利基金会,福建省
福建海西青年创业基金会,福建省
福建省潘振东教育基金会,福建省
福州大学教育发展基金会,福建省
林则徐基金会,福建省
福建省扶贫基金会,福建省
福建省发展体育事业基金会,福建省
福建省侨联事业发展基金会,福建省
贵州省妇女儿童发展基金会,贵州省
贵州省春晖行动发展基金会,贵州省
贵州省贵阳市生态文明基金会,贵州省
贵州省青年创业就业基金会,贵州省
贵州省同心光彩事业基金会,贵州省
贵州文化薪火乡村发展基金会,贵州省
大连市妇女儿童发展基金会,辽宁省
辽宁省妇女儿童基金会,辽宁省
辽宁省青年创业基金会,辽宁省
沈阳市职工爱心慈善基金会,辽宁省
辽宁爱之光防盲基金会,辽宁省
辽宁省辽宁大学教育基金会,辽宁省
重庆西南大学教育基金会,重庆市
重庆孤残儿童援助基金会,重庆市
重庆市武隆县扶贫基金会,重庆市
重庆大学教育发展基金会,重庆市
重庆浙商爱心基金会,重庆市
重庆市妇女儿童基金会,重庆市
重庆宣传文化发展基金会,重庆市
重庆市青年志愿服务基金会,重庆市
重庆市法律援助基金会,重庆市
重庆光彩事业基金会,重庆市
延安教科文发展基金会,陕西省
榆林学院教育发展基金会,陕西省
陕西省老龄事业发展基金会,陕西省
陕西省西安市老龄事业发展基金会,陕西省
长安大学教育基金会,陕西省
陕西省青年创业就业基金会,陕西省
西安科技大学教育基金会,陕西省
陕西省红十字基金会,陕西省
陕西纯山教育基金会,陕西省
陕西妇女儿童发展基金会,陕西省
青海省玉树州困难职工帮扶基金会,青海省
青海省雪域仁济慈善基金会,青海省
青海妇女儿童发展基金会,青海省
黑龙江省妇女儿童基金会,黑龙江省
哈尔滨市老年基金会,黑龙江省
黑龙江省青年创业就业基金会,黑龙江省
哈尔滨师范大学教育发展基金会,黑龙江省
黑龙江大学教育发展基金会,黑龙江省
黑龙江省体育发展基金会,黑龙江省
黑龙江省哈尔滨妇女儿童基金会,黑龙江省
黑龙江省华侨经济文化基金会,黑龙江省
黑龙江省东北林业大学教育发展基金会,黑龙江省
